Operations_ID,Product_ID,Product_Name,Product_Category,Production_Date,Production_Quantity,Quality_Metrics,Quantity_in_Stock,Quantity_Sold,Supplier_ID,Supplier_Name,Lead_Time,Employee_ID,Employee_Name,Shift_Information,Maintenance_Type,Downtime_Duration,Energy_Consumption_Data,Production_Time,Downtime_Events,Employee_Rating,Downtime_Reason
375,6,Microwave Ovens,Home Appliances,6/11/2023,959,Passed,86,873,6,"Hill, Thomas and Neal",6,4,Megan Allen,Night Shift,Routine Maintenance,none,930.4691237,5.2524743,0,1,Material Shortage
376,1,Refrigerator,Home Appliances,5/5/2023,760,Failed,483,277,2,"Moore, Hernandez and Munoz",7,5,David Floyd,Afternoon Shift,Repairs,1.772974346,1216.43682,9.363877894,5,3,Human Error
377,3,Industrial Mixer,Industrial Machinery,7/7/2023,674,Failed,309,365,7,Ferguson Inc,5,10,Cheryl Nunez,Night Shift,Repairs,none,982.0314169,8.983637979,0,1,Human Error
378,6,Microwave Ovens,Home Appliances,6/6/2023,204,Passed,203,1,4,"Yang, Walker and George",2,7,Victor Hernandez,Night Shift,Routine Maintenance,2.049701994,1333.791588,3.302988205,5,5,Technical Issues
379,3,Industrial Mixer,Industrial Machinery,4/22/2023,360,Passed,359,1,8,"Adams, Murphy and Wilson",1,4,Megan Allen,Night Shift,Routine Maintenance,4.59973098,1041.884191,7.77331965,1,4,Human Error
380,7,Industrial Cookers,Industrial Machinery,7/6/2023,539,Passed,229,310,10,Campbell-Wong,2,1,Amber Powell,Morning Shift,Repairs,1.913768855,860.9153358,3.459150654,1,4,Technical Issues
381,5,Air Conditioners,Home Appliances,5/24/2023,300,Passed,299,1,10,Campbell-Wong,8,6,Taylor Davis,Morning Shift,Repairs,4.740893164,1028.224933,10.57468211,3,3,Material Shortage
382,3,Industrial Mixer,Industrial Machinery,9/7/2023,930,Passed,484,446,3,Hartman-Banks,7,6,Taylor Davis,Morning Shift,Repairs,none,1304.593919,6.13427371,0,2,Material Shortage
383,3,Industrial Mixer,Industrial Machinery,4/27/2023,750,Failed,412,338,4,"Yang, Walker and George",3,5,David Floyd,Afternoon Shift,Repairs,1.25202218,1328.641631,6.806099356,4,4,Human Error
384,4,Diesel Generator,Industrial Machinery,7/4/2023,853,Passed,101,752,6,"Hill, Thomas and Neal",4,6,Taylor Davis,Morning Shift,Routine Maintenance,2.928105991,1192.388079,3.408187755,5,5,Technical Issues
385,4,Diesel Generator,Industrial Machinery,6/11/2023,469,In-Between,336,133,2,"Moore, Hernandez and Munoz",1,3,Melissa Kim,Afternoon Shift,Repairs,2.132918106,819.4507567,4.285849873,5,3,Technical Issues
386,3,Industrial Mixer,Industrial Machinery,6/12/2023,494,In-Between,493,1,10,Campbell-Wong,6,5,David Floyd,Afternoon Shift,Routine Maintenance,4.865427267,1257.706477,7.601491687,3,3,Human Error
387,5,Air Conditioners,Home Appliances,5/13/2023,135,Failed,83,52,3,Hartman-Banks,3,4,Megan Allen,Night Shift,Routine Maintenance,4.076971438,1280.742634,10.71906372,1,1,Human Error
388,2,Washing Machine,Home Appliances,7/13/2023,894,Failed,286,608,8,"Adams, Murphy and Wilson",6,10,Cheryl Nunez,Night Shift,Routine Maintenance,2.18891552,1234.378634,4.971501411,4,3,Human Error
389,2,Washing Machine,Home Appliances,5/29/2023,801,Failed,416,385,6,"Hill, Thomas and Neal",3,8,Sarah Lloyd,Afternoon Shift,Routine Maintenance,3.174876162,1259.464264,4.135992204,5,5,Human Error
390,4,Diesel Generator,Industrial Machinery,8/10/2023,345,Passed,316,29,8,"Adams, Murphy and Wilson",10,9,Natasha Thomas,Morning Shift,Repairs,1.58682289,1076.69737,8.306569156,3,2,Material Shortage
391,5,Air Conditioners,Home Appliances,8/1/2023,839,Failed,329,510,2,"Moore, Hernandez and Munoz",10,3,Melissa Kim,Afternoon Shift,Routine Maintenance,1.691009451,845.4136413,6.976334322,5,5,Technical Issues
392,2,Washing Machine,Home Appliances,4/9/2023,519,Passed,409,110,5,Hawkins-Miller,5,3,Melissa Kim,Afternoon Shift,Repairs,3.378356001,892.9955035,8.596165466,3,4,Material Shortage
393,5,Air Conditioners,Home Appliances,7/14/2023,250,In-Between,249,1,6,"Hill, Thomas and Neal",8,5,David Floyd,Afternoon Shift,Repairs,1.036997637,1150.906657,7.894729341,1,2,Human Error
394,3,Industrial Mixer,Industrial Machinery,7/26/2023,492,Passed,482,10,5,Hawkins-Miller,10,5,David Floyd,Afternoon Shift,Routine Maintenance,1.033604257,915.8570731,7.508006061,5,2,Human Error
395,5,Air Conditioners,Home Appliances,8/22/2023,603,Passed,116,487,5,Hawkins-Miller,6,4,Megan Allen,Night Shift,Routine Maintenance,1.309107827,1075.680466,10.30027434,2,4,Material Shortage
396,6,Microwave Ovens,Home Appliances,5/8/2023,227,Passed,226,1,6,"Hill, Thomas and Neal",3,6,Taylor Davis,Morning Shift,Routine Maintenance,4.886788532,834.2604797,6.293244402,3,3,Human Error
397,4,Diesel Generator,Industrial Machinery,6/29/2023,1000,Failed,356,644,4,"Yang, Walker and George",8,1,Amber Powell,Morning Shift,Routine Maintenance,2.722510117,1193.888245,6.046076113,1,5,Material Shortage
398,1,Refrigerator,Home Appliances,6/23/2023,627,Failed,241,386,6,"Hill, Thomas and Neal",6,1,Amber Powell,Morning Shift,Routine Maintenance,2.963214586,1003.875009,8.463469353,2,5,Technical Issues
399,6,Microwave Ovens,Home Appliances,7/6/2023,326,Passed,65,261,5,Hawkins-Miller,7,5,David Floyd,Afternoon Shift,Repairs,1.066632037,1074.92415,5.957289792,5,1,Human Error
400,6,Microwave Ovens,Home Appliances,7/19/2023,698,Passed,446,252,5,Hawkins-Miller,10,4,Megan Allen,Night Shift,Routine Maintenance,4.019012705,1040.574092,10.98626263,5,1,Material Shortage
401,4,Diesel Generator,Industrial Machinery,6/27/2023,362,Passed,287,75,5,Hawkins-Miller,2,7,Victor Hernandez,Night Shift,Repairs,4.738535849,814.5719473,3.254520132,5,4,Material Shortage
402,6,Microwave Ovens,Home Appliances,9/9/2023,192,Failed,86,106,4,"Yang, Walker and George",5,10,Cheryl Nunez,Night Shift,Repairs,1.76846787,1265.098872,8.589945755,1,5,Technical Issues
403,1,Refrigerator,Home Appliances,4/13/2023,228,Failed,58,170,5,Hawkins-Miller,10,10,Cheryl Nunez,Night Shift,Repairs,4.399192328,1188.81165,11.12937499,5,3,Human Error
404,2,Washing Machine,Home Appliances,7/16/2023,145,Passed,144,1,9,Lawson-Herrera,8,3,Melissa Kim,Afternoon Shift,Routine Maintenance,1.522088073,1031.99106,3.510752747,3,1,Human Error
405,6,Microwave Ovens,Home Appliances,7/22/2023,501,Passed,100,401,5,Hawkins-Miller,7,7,Victor Hernandez,Night Shift,Repairs,2.105818847,1263.797172,4.333259975,2,2,Technical Issues
406,4,Diesel Generator,Industrial Machinery,4/5/2023,252,In-Between,114,138,7,Ferguson Inc,4,8,Sarah Lloyd,Afternoon Shift,Repairs,1.995970434,1081.434971,11.85201653,4,3,Material Shortage
407,3,Industrial Mixer,Industrial Machinery,7/27/2023,404,Failed,403,1,7,Ferguson Inc,3,1,Amber Powell,Morning Shift,Repairs,2.870505473,1297.288254,7.359286814,3,3,Human Error
408,1,Refrigerator,Home Appliances,8/12/2023,477,Passed,476,1,5,Hawkins-Miller,4,4,Megan Allen,Night Shift,Routine Maintenance,4.642493393,834.4267546,11.23295212,4,3,Human Error
409,3,Industrial Mixer,Industrial Machinery,5/19/2023,358,Passed,110,248,6,"Hill, Thomas and Neal",9,4,Megan Allen,Night Shift,Routine Maintenance,2.748343029,817.8179548,11.62961973,3,2,Technical Issues
410,5,Air Conditioners,Home Appliances,9/2/2023,490,Passed,489,1,9,Lawson-Herrera,10,5,David Floyd,Afternoon Shift,Repairs,1.542806737,1226.130605,8.27157163,1,3,Material Shortage
411,7,Industrial Cookers,Industrial Machinery,8/18/2023,468,Passed,165,303,5,Hawkins-Miller,10,8,Sarah Lloyd,Afternoon Shift,Routine Maintenance,4.391442232,1046.815019,4.348237159,5,4,Human Error
412,7,Industrial Cookers,Industrial Machinery,7/7/2023,992,Passed,391,601,7,Ferguson Inc,10,4,Megan Allen,Night Shift,Routine Maintenance,2.634840317,975.7699802,9.725058887,5,1,Technical Issues
413,7,Industrial Cookers,Industrial Machinery,4/15/2023,374,In-Between,373,1,8,"Adams, Murphy and Wilson",3,4,Megan Allen,Night Shift,Repairs,2.161468215,869.4691561,7.525004385,2,5,Human Error
414,1,Refrigerator,Home Appliances,8/8/2023,463,Passed,412,51,10,Campbell-Wong,5,5,David Floyd,Afternoon Shift,Routine Maintenance,none,1259.724188,10.74884987,0,1,Human Error
415,5,Air Conditioners,Home Appliances,4/21/2023,216,Failed,215,1,1,"Barnes, Butler and Russell",1,7,Victor Hernandez,Night Shift,Repairs,4.792357899,1194.613483,9.783278049,3,2,Material Shortage
416,1,Refrigerator,Home Appliances,9/24/2023,395,Passed,251,144,7,Ferguson Inc,3,10,Cheryl Nunez,Night Shift,Repairs,3.369413511,1313.716179,7.892958889,2,1,Material Shortage
417,5,Air Conditioners,Home Appliances,6/26/2023,575,Passed,357,218,5,Hawkins-Miller,9,9,Natasha Thomas,Morning Shift,Routine Maintenance,none,1123.240727,7.785425332,0,4,Technical Issues
418,1,Refrigerator,Home Appliances,4/10/2023,524,Passed,142,382,7,Ferguson Inc,2,2,Ashley Herring,Night Shift,Routine Maintenance,2.052190677,1004.401413,5.610695862,2,1,Material Shortage
419,4,Diesel Generator,Industrial Machinery,4/20/2023,980,Passed,486,494,5,Hawkins-Miller,2,7,Victor Hernandez,Night Shift,Repairs,4.800828624,852.1914302,5.969760733,5,3,Human Error
420,1,Refrigerator,Home Appliances,8/2/2023,737,In-Between,308,429,5,Hawkins-Miller,9,9,Natasha Thomas,Morning Shift,Repairs,2.668075854,990.1951844,9.708181061,3,1,Material Shortage
421,5,Air Conditioners,Home Appliances,6/23/2023,848,In-Between,473,375,1,"Barnes, Butler and Russell",1,3,Melissa Kim,Afternoon Shift,Repairs,none,912.237345,8.873721695,0,1,Technical Issues
422,4,Diesel Generator,Industrial Machinery,6/27/2023,421,Failed,210,211,2,"Moore, Hernandez and Munoz",6,6,Taylor Davis,Morning Shift,Repairs,none,1001.156316,6.890131824,0,1,Technical Issues
423,4,Diesel Generator,Industrial Machinery,5/21/2023,766,Failed,378,388,7,Ferguson Inc,3,2,Ashley Herring,Night Shift,Repairs,3.260723662,1303.137564,5.31128904,2,1,Material Shortage
424,1,Refrigerator,Home Appliances,8/23/2023,446,Passed,286,160,3,Hartman-Banks,2,8,Sarah Lloyd,Afternoon Shift,Routine Maintenance,3.114501521,1287.347255,7.502910782,3,3,Human Error
425,5,Air Conditioners,Home Appliances,8/23/2023,471,Failed,408,63,7,Ferguson Inc,8,6,Taylor Davis,Morning Shift,Routine Maintenance,none,981.2597478,11.21019059,0,1,Human Error
426,5,Air Conditioners,Home Appliances,7/22/2023,341,In-Between,340,1,10,Campbell-Wong,2,8,Sarah Lloyd,Afternoon Shift,Routine Maintenance,2.915396693,845.0397911,4.612387753,2,1,Human Error
427,6,Microwave Ovens,Home Appliances,9/7/2023,701,Passed,251,450,9,Lawson-Herrera,4,10,Cheryl Nunez,Night Shift,Routine Maintenance,3.321350501,1194.77586,10.5126491,3,5,Technical Issues
428,5,Air Conditioners,Home Appliances,8/23/2023,199,In-Between,198,1,8,"Adams, Murphy and Wilson",2,5,David Floyd,Afternoon Shift,Repairs,3.524211332,1241.139501,11.33430525,3,5,Material Shortage
429,1,Refrigerator,Home Appliances,8/3/2023,292,Passed,291,1,6,"Hill, Thomas and Neal",8,9,Natasha Thomas,Morning Shift,Repairs,3.210103618,1212.480437,4.270563673,5,4,Material Shortage
430,3,Industrial Mixer,Industrial Machinery,7/5/2023,772,In-Between,238,534,7,Ferguson Inc,6,10,Cheryl Nunez,Night Shift,Routine Maintenance,2.616931903,1008.387775,4.412016944,1,2,Technical Issues
431,7,Industrial Cookers,Industrial Machinery,6/14/2023,942,Passed,335,607,1,"Barnes, Butler and Russell",3,4,Megan Allen,Night Shift,Routine Maintenance,none,857.6211573,9.201656412,0,3,Technical Issues
432,2,Washing Machine,Home Appliances,6/21/2023,598,Passed,256,342,5,Hawkins-Miller,2,10,Cheryl Nunez,Night Shift,Repairs,1.270512643,1051.245195,5.730997258,1,1,Technical Issues
433,5,Air Conditioners,Home Appliances,7/18/2023,335,Passed,334,1,8,"Adams, Murphy and Wilson",2,10,Cheryl Nunez,Night Shift,Routine Maintenance,3.014768001,1114.127504,5.269269555,4,2,Material Shortage
434,5,Air Conditioners,Home Appliances,7/7/2023,816,In-Between,160,656,3,Hartman-Banks,3,8,Sarah Lloyd,Afternoon Shift,Routine Maintenance,3.663188763,1320.769858,11.32698692,4,2,Human Error
435,4,Diesel Generator,Industrial Machinery,9/20/2023,974,Passed,370,604,8,"Adams, Murphy and Wilson",7,2,Ashley Herring,Night Shift,Routine Maintenance,3.618349254,1066.644076,9.441720025,3,5,Human Error
436,1,Refrigerator,Home Appliances,9/12/2023,497,Passed,103,394,7,Ferguson Inc,7,6,Taylor Davis,Morning Shift,Routine Maintenance,3.866995706,1103.615552,8.510653618,2,2,Human Error
437,2,Washing Machine,Home Appliances,9/19/2023,385,Passed,384,1,7,Ferguson Inc,2,6,Taylor Davis,Morning Shift,Repairs,none,877.1494507,3.651974576,0,5,Material Shortage
438,5,Air Conditioners,Home Appliances,7/16/2023,696,Failed,139,557,6,"Hill, Thomas and Neal",5,10,Cheryl Nunez,Night Shift,Routine Maintenance,3.869408569,1243.859949,8.775513848,3,1,Human Error
439,2,Washing Machine,Home Appliances,8/25/2023,475,Passed,201,274,5,Hawkins-Miller,8,5,David Floyd,Afternoon Shift,Repairs,4.339117428,1276.458055,4.276614978,1,4,Technical Issues
440,4,Diesel Generator,Industrial Machinery,5/25/2023,445,Failed,444,1,2,"Moore, Hernandez and Munoz",4,9,Natasha Thomas,Morning Shift,Repairs,2.694985313,1097.401074,9.24706749,3,3,Human Error
441,6,Microwave Ovens,Home Appliances,4/13/2023,253,Passed,243,10,10,Campbell-Wong,4,10,Cheryl Nunez,Night Shift,Routine Maintenance,3.2173561,988.3295471,8.458948089,1,3,Human Error
442,2,Washing Machine,Home Appliances,5/24/2023,130,Passed,129,1,5,Hawkins-Miller,5,1,Amber Powell,Morning Shift,Repairs,3.04213041,1034.188273,3.780471314,2,5,Material Shortage
443,7,Industrial Cookers,Industrial Machinery,9/18/2023,706,Passed,219,487,10,Campbell-Wong,8,3,Melissa Kim,Afternoon Shift,Repairs,1.824521956,1301.126308,5.232209962,1,5,Human Error
444,2,Washing Machine,Home Appliances,8/5/2023,365,Passed,364,1,9,Lawson-Herrera,10,3,Melissa Kim,Afternoon Shift,Repairs,3.245913778,1295.477052,3.981387764,2,2,Human Error
445,1,Refrigerator,Home Appliances,5/30/2023,492,Passed,491,1,7,Ferguson Inc,6,9,Natasha Thomas,Morning Shift,Routine Maintenance,4.98475018,864.0413265,11.1720667,3,1,Technical Issues
446,6,Microwave Ovens,Home Appliances,8/1/2023,450,Passed,443,7,6,"Hill, Thomas and Neal",4,7,Victor Hernandez,Night Shift,Repairs,3.903429679,888.0428749,7.140168068,1,5,Human Error
447,5,Air Conditioners,Home Appliances,9/4/2023,192,Passed,191,1,7,Ferguson Inc,1,7,Victor Hernandez,Night Shift,Routine Maintenance,none,1262.365453,7.537903811,0,3,Material Shortage
448,1,Refrigerator,Home Appliances,5/22/2023,858,Passed,180,678,10,Campbell-Wong,10,8,Sarah Lloyd,Afternoon Shift,Repairs,4.745609758,968.402006,9.224240921,5,5,Human Error
449,1,Refrigerator,Home Appliances,7/14/2023,285,Passed,57,228,3,Hartman-Banks,6,5,David Floyd,Afternoon Shift,Repairs,1.588623555,920.3498849,10.16175827,5,4,Human Error
450,2,Washing Machine,Home Appliances,6/1/2023,814,Passed,489,325,3,Hartman-Banks,9,6,Taylor Davis,Morning Shift,Routine Maintenance,1.250721989,1255.622673,7.77415704,5,4,Human Error
451,1,Refrigerator,Home Appliances,7/24/2023,374,Passed,373,1,1,"Barnes, Butler and Russell",9,10,Cheryl Nunez,Night Shift,Repairs,1.405755074,963.6214925,3.731245131,4,4,Technical Issues
452,4,Diesel Generator,Industrial Machinery,4/19/2023,549,Passed,335,214,9,Lawson-Herrera,1,5,David Floyd,Afternoon Shift,Repairs,2.254322054,993.1454958,8.089113722,5,5,Technical Issues
453,3,Industrial Mixer,Industrial Machinery,9/5/2023,977,Passed,215,762,7,Ferguson Inc,2,6,Taylor Davis,Morning Shift,Routine Maintenance,1.885470973,1014.378847,10.80454218,5,1,Material Shortage
454,6,Microwave Ovens,Home Appliances,9/19/2023,664,Failed,491,173,4,"Yang, Walker and George",9,1,Amber Powell,Morning Shift,Routine Maintenance,2.584464485,1265.741185,10.92151609,4,5,Human Error
455,7,Industrial Cookers,Industrial Machinery,6/1/2023,236,Passed,217,19,5,Hawkins-Miller,9,7,Victor Hernandez,Night Shift,Repairs,4.164377196,1344.662681,3.861798499,5,2,Material Shortage
456,6,Microwave Ovens,Home Appliances,4/17/2023,592,Failed,280,312,9,Lawson-Herrera,7,4,Megan Allen,Night Shift,Repairs,3.173535784,1034.822108,7.115992596,3,3,Human Error
457,5,Air Conditioners,Home Appliances,8/15/2023,256,Passed,197,59,5,Hawkins-Miller,5,5,David Floyd,Afternoon Shift,Routine Maintenance,4.408294315,1205.604003,7.419862109,1,3,Human Error
458,7,Industrial Cookers,Industrial Machinery,4/30/2023,581,Passed,287,294,5,Hawkins-Miller,5,1,Amber Powell,Morning Shift,Repairs,3.31425599,1068.560981,5.872786668,1,1,Material Shortage
459,6,Microwave Ovens,Home Appliances,8/23/2023,622,Failed,400,222,10,Campbell-Wong,8,1,Amber Powell,Morning Shift,Routine Maintenance,2.341484739,1224.751927,11.35132756,1,2,Technical Issues
460,7,Industrial Cookers,Industrial Machinery,4/20/2023,241,Passed,155,86,1,"Barnes, Butler and Russell",9,6,Taylor Davis,Morning Shift,Routine Maintenance,1.140823642,1172.853239,10.33707976,5,4,Human Error
461,6,Microwave Ovens,Home Appliances,4/6/2023,945,Passed,58,887,4,"Yang, Walker and George",4,2,Ashley Herring,Night Shift,Routine Maintenance,none,1078.099997,9.510036235,0,3,Material Shortage
462,3,Industrial Mixer,Industrial Machinery,6/25/2023,317,Passed,316,1,10,Campbell-Wong,5,8,Sarah Lloyd,Afternoon Shift,Routine Maintenance,2.896687747,940.9904592,5.834767783,4,2,Material Shortage
463,3,Industrial Mixer,Industrial Machinery,8/19/2023,626,Failed,360,266,2,"Moore, Hernandez and Munoz",7,6,Taylor Davis,Morning Shift,Repairs,none,1291.948986,5.202047761,0,3,Technical Issues
464,7,Industrial Cookers,Industrial Machinery,8/27/2023,453,Failed,452,1,10,Campbell-Wong,10,1,Amber Powell,Morning Shift,Repairs,4.978010152,1348.337116,7.32888456,5,5,Technical Issues
465,3,Industrial Mixer,Industrial Machinery,5/24/2023,312,Passed,51,261,2,"Moore, Hernandez and Munoz",10,2,Ashley Herring,Night Shift,Routine Maintenance,1.791811668,823.6918378,10.80510955,2,5,Human Error
466,2,Washing Machine,Home Appliances,6/13/2023,899,Passed,301,598,4,"Yang, Walker and George",7,1,Amber Powell,Morning Shift,Repairs,1.35379211,1119.058944,10.39470807,3,3,Human Error
467,1,Refrigerator,Home Appliances,7/16/2023,970,Passed,143,827,10,Campbell-Wong,2,5,David Floyd,Afternoon Shift,Routine Maintenance,4.088836784,906.5989889,11.39450811,3,2,Material Shortage
468,5,Air Conditioners,Home Appliances,8/25/2023,785,Failed,474,311,6,"Hill, Thomas and Neal",7,5,David Floyd,Afternoon Shift,Routine Maintenance,2.069573475,931.9613744,5.136283721,5,4,Material Shortage
469,7,Industrial Cookers,Industrial Machinery,4/27/2023,274,Passed,273,1,5,Hawkins-Miller,4,8,Sarah Lloyd,Afternoon Shift,Repairs,3.780738968,1332.21525,6.788468625,2,2,Technical Issues
470,2,Washing Machine,Home Appliances,7/11/2023,417,In-Between,390,27,8,"Adams, Murphy and Wilson",1,10,Cheryl Nunez,Night Shift,Routine Maintenance,4.846556809,1125.556929,7.091308609,1,5,Material Shortage
471,2,Washing Machine,Home Appliances,9/13/2023,871,Passed,72,799,2,"Moore, Hernandez and Munoz",4,5,David Floyd,Afternoon Shift,Repairs,none,927.1870521,9.657118255,0,4,Technical Issues
472,4,Diesel Generator,Industrial Machinery,7/26/2023,471,In-Between,470,1,4,"Yang, Walker and George",7,7,Victor Hernandez,Night Shift,Routine Maintenance,1.358245262,905.1767422,4.528801818,2,4,Material Shortage
473,7,Industrial Cookers,Industrial Machinery,6/1/2023,299,Passed,88,211,7,Ferguson Inc,1,7,Victor Hernandez,Night Shift,Routine Maintenance,none,1263.544062,6.941114582,0,3,Technical Issues
474,2,Washing Machine,Home Appliances,6/25/2023,221,Passed,196,25,4,"Yang, Walker and George",2,7,Victor Hernandez,Night Shift,Routine Maintenance,4.646530181,880.9098389,8.930727261,2,4,Technical Issues
475,6,Microwave Ovens,Home Appliances,8/19/2023,646,In-Between,237,409,6,"Hill, Thomas and Neal",2,8,Sarah Lloyd,Afternoon Shift,Routine Maintenance,none,1184.081767,10.26599402,0,5,Human Error
476,6,Microwave Ovens,Home Appliances,9/12/2023,483,Passed,67,416,4,"Yang, Walker and George",3,1,Amber Powell,Morning Shift,Repairs,1.61867926,1221.413625,5.166434347,2,4,Technical Issues
477,1,Refrigerator,Home Appliances,4/6/2023,990,Passed,260,730,1,"Barnes, Butler and Russell",8,7,Victor Hernandez,Night Shift,Routine Maintenance,2.172094131,822.7435211,5.900604727,2,3,Technical Issues
