Loan ID,Borrower ID,Borrower Name,Gender,Borrower Age,Marital Status,Borrower Address,Borrower Email,Borrower Phone Number,Loan Amount,Loan Type,Interest Rate,Loan Term,Loan Status,Credit Score,Income,Employment Status,Loan Origination Date,Loan Paid Date
144,1747,Debra Evans,Male,43,Married,"638 Rollins Forest Suite 148
North Jason, SD 93119",debra.evans@yapi.com,734-419-7746,40858.74,Commercial Loan,7.53,3 years,Paid Off,738,43787,Self-Employed,2/5/2020,7/5/2023 0:00
377,2543,Brian Gallagher,Female,46,Not Married,"36255 Robinson Vista
Susanmouth, CT 44734",brian.gallagher@yapi.com,4967279962,3206.22,Personal Loan,8.58,4 years,In Arrears,530,14705,Unemployed,10/29/2020, 
1045,3519,Albert Beasley,Male,41,Not Married,"7405 Christine Radial Suite 737
Wigginsberg, WA 49841",albert.beasley@yapi.com,995.780.1029x5804,47240.86,Personal Loan,5.28,2 years,Paid Off,789,68472,Employed,4/1/2020,11/1/2022 0:00
416,3086,Leonard Santana,Female,37,Married,"0771 Scott Courts Suite 240
East Rachel, WA 78291",leonard.santana@yapi.com,+1-660-428-6888x28175,37247.01,Personal Loan,3.45,1 years,In Arrears,624,50861,Self-Employed,10/11/2018, 
523,2714,Dale Cordova,Female,42,Married,"659 Christopher Islands
Karaton, OK 50993",dale.cordova@yapi.com,(744)752-2448x00293,4119.61,Personal Loan,4.51,2 years,Paid Off,823,56031,Self-Employed,11/2/2018,11/2/2020 0:00
756,2053,Brian Alexander,Male,52,Married,"0321 Terri Road
East Kevin, FM 31479",brian.alexander@yapi.com,498-591-7964,55416.8,Personal Loan,8.3,3 years,Paid Off,614,68230,Self-Employed,4/17/2021,9/17/2024 0:00
974,2578,Nancy Mccormick,Male,34,Married,"02319 Murphy Overpass Apt. 241
Lake Mark, OH 81334",nancy.mccormick@yapi.com,400.636.0642x18597,69249.31,Personal Loan,8.17,3 years,Paid Off,760,70683,Self-Employed,9/22/2021,2/22/2025 0:00
251,3229,Christopher Hill,Male,53,Not Married,"014 Randall Estate Apt. 634
New Robertberg, WV 69043",christopher.hill@yapi.com,548-760-3548,22474.07,Mortgage,3.72,3 years,Defaulted,699,34323,Employed,2/3/2019, 
161,1782,Catherine Garrett,Male,41,Married,"972 Garrett Road Suite 771
Eddiemouth, NJ 82342",catherine.garrett@yapi.com,203-997-8203x5063,19782.45,Personal Loan,6.07,3 years,In Arrears,603,39684,Employed,10/21/2020, 
537,1778,Alexandria Singleton,Male,55,Married,"56853 Howe Ferry Apt. 187
Fitzgeraldview, RI 47958",alexandria.singleton@yapi.com,001-936-888-2453x99665,60282.96,Auto Loan,5.48,4 years,Paid Off,805,75932,Self-Employed,6/18/2021,8/18/2025 0:00
484,3453,Jeremy Reed,Male,35,Not Married,"45835 John Isle Suite 908
Kiddhaven, NC 04043",jeremy.reed@yapi.com,(533)357-2521x6006,42736.54,Mortgage,3.67,3 years,Defaulted,627,51740,Employed,2/22/2021, 
976,2623,Joshua Lee,Male,50,Not Married,"22539 Flores Locks Suite 808
Justinview, DC 43132",joshua.lee@yapi.com,(237)491-2507,69305.62,Mortgage,8.74,2 years,Defaulted,694,74477,Employed,1/6/2021, 
173,3335,Jonathan Davidson,Female,51,Married,"USS Hill
FPO AP 74187",jonathan.davidson@yapi.com,(574)753-1846,11005.61,Auto Loan,8.94,4 years,In Arrears,658,66020,Self-Employed,3/11/2021, 
283,1671,Rachel Ramirez,Male,51,Married,"65586 Adams Plain Suite 959
West Jasonstad, WA 22655",rachel.ramirez@yapi.com,962-544-0943x2440,2082.96,Personal Loan,4.01,2 years,Paid Off,388,9860,Unemployed,7/1/2021,8/1/2023 0:00
743,2917,Megan Hudson,Male,54,Not Married,"24516 Lydia Junction Apt. 948
Watsonfurt, AK 20004",megan.hudson@yapi.com,001-535-713-7734,38605.29,Personal Loan,7.54,2 years,In Arrears,684,49828,Self-Employed,10/10/2020, 
26,3812,Amy Perez,Female,41,Married,"46248 Jenkins Isle
West Johnville, UT 61751",amy.perez@yapi.com,001-484-538-1070x51657,1401.48,Personal Loan,9.4,3 years,Paid Off,735,72772,Employed,9/24/2018,7/24/2022 0:00
745,3646,Aaron Brown,Male,29,Not Married,"3747 Kane Bypass
Gayview, FM 74379",aaron.brown@yapi.com,2519736435,29556.48,Auto Loan,6.52,4 years,Paid Off,820,54018,Employed,1/11/2020,11/11/2024 0:00
1458,2747,Adam Mathews,Female,36,Not Married,"7435 Acevedo Squares Suite 186
East Sherrymouth, MP 92340",adam.mathews@yapi.com,-4547,42690.76,Personal Loan,6.57,1 years,Paid Off,774,79997,Employed,3/27/2020,9/27/2021 0:00
259,3007,Melissa Kelly,Male,41,Married,"PSC 3373, Box 9776
APO AE 46049",melissa.kelly@yapi.com,001-999-761-0942x395,20511.08,Commercial Loan,6.37,3 years,Paid Off,635,49380,Employed,9/23/2018,3/23/2022 0:00
326,2534,Mary Rivera,Male,40,Married,"1556 Jill Ferry Apt. 797
Watsonchester, AL 38404",mary.rivera@yapi.com,-1474,7089.35,Commercial Loan,8.08,4 years,Paid Off,617,45580,Employed,5/24/2019,4/24/2024 0:00
1445,2622,Kristine Barnes,Male,47,Married,"79705 Bowman Center
Biancaborough, WY 10124",kristine.barnes@yapi.com,(994)449-2186,21063.04,Auto Loan,7.7,2 years,In Arrears,750,30380,Self-Employed,9/29/2020, 
941,2253,Sydney Owen,Male,52,Married,"PSC 3763, Box 8846
APO AP 22517",sydney.owen@yapi.com,(339)295-9324,22015.73,Auto Loan,7.29,3 years,In Arrears,721,43605,Employed,12/3/2019, 
137,1712,Ms. Michele Clark,Male,54,Not Married,"14867 Cox Fork
East Denise, SD 16667",ms..michele.clark@yapi.com,(312)995-6885x3151,16249.63,Commercial Loan,5.67,4 years,Defaulted,300,19262,Unemployed,8/14/2020, 
461,1867,Kimberly Bush,Male,30,Married,"812 Victoria Square Apt. 417
South Michaelfurt, AK 65557",kimberly.bush@yapi.com,7407291263,6639.06,Commercial Loan,5.53,2 years,Paid Off,622,40744,Self-Employed,7/19/2019,8/19/2021 0:00
930,3632,Ms. Rebecca Murray,Female,43,Not Married,"84665 Matthew Coves
Carmenchester, GA 47123",ms..rebecca.murray@yapi.com,-10645,3888.5,Commercial Loan,2.37,4 years,Paid Off,448,8140,Unemployed,6/4/2019,10/4/2023 0:00
1492,3154,Benjamin Gallagher,Male,52,Married,"5868 Erika Valley
Lake Priscilla, ID 20845",benjamin.gallagher@yapi.com,9388764974,23563.03,Mortgage,7.5,3 years,In Arrears,680,59859,Employed,3/15/2021, 
1307,3887,William Clark,Male,47,Married,"08908 Kim Plains Apt. 517
Port Abigail, NH 13697",william.clark@yapi.com,868-501-1335,42159.86,Personal Loan,9.32,4 years,Paid Off,615,76431,Self-Employed,6/17/2020,6/17/2024 0:00
706,2063,Cheryl Wells,Male,48,Married,"67671 Gutierrez Overpass
Andreaton, NJ 80601",cheryl.wells@yapi.com,736.423.7681,8697.88,Auto Loan,6.35,4 years,Paid Off,600,12117,Unemployed,9/14/2020,8/14/2025 0:00
505,3293,Adam Cobb,Male,46,Married,"708 Williams Squares Suite 223
Webbland, MD 80217",adam.cobb@yapi.com,308-283-5014,3567.76,Personal Loan,4.91,1 years,In Arrears,607,46450,Employed,5/13/2021, 
1439,2124,Thomas Hubbard,Male,44,Not Married,"7536 Malik Forges Suite 305
Lake Sethstad, WA 81541",thomas.hubbard@yapi.com,+1-260-308-7458x477,51847.03,Mortgage,4.17,1 years,Paid Off,632,76791,Employed,9/26/2020,2/26/2022 0:00
1120,3106,Hailey Thomas,Male,30,Married,"USS Hughes
FPO AA 78626",hailey.thomas@yapi.com,(340)901-2708,37726.62,Personal Loan,4.87,3 years,Paid Off,633,47057,Employed,5/2/2021,1/2/2025 0:00
403,2807,Scott Schultz,Male,49,Not Married,"Unit 5266 Box 5833
DPO AA 07561",scott.schultz@yapi.com,(686)964-9399x4118,74054.64,Personal Loan,8.44,3 years,In Arrears,621,79554,Employed,6/15/2020, 
619,2781,Gloria Jones,Male,48,Married,"PSC 3966, Box 4840
APO AP 12737",gloria.jones@yapi.com,655-917-3947x3061,39847.5,Personal Loan,2.03,3 years,Defaulted,772,60701,Employed,7/26/2020, 
698,2379,Johnny Merritt,Male,46,Married,"242 Schaefer Ridges Suite 490
Charlesfurt, NM 22207",johnny.merritt@yapi.com,(787)631-8733,8714.69,Commercial Loan,2.18,4 years,In Arrears,692,25125,Self-Employed,6/2/2019, 
1189,1844,Stacey Thomas,Female,46,Not Married,"92161 Peters Course
Port Jeffreychester, MS 05687",stacey.thomas@yapi.com,001-998-952-3102x26573,8703.6,Mortgage,4.88,4 years,Paid Off,310,9133,Unemployed,7/10/2021,2/10/2026 0:00
1041,2365,Douglas Freeman,Male,42,Married,"Unit 3134 Box 9991
DPO AE 90034",douglas.freeman@yapi.com,+1-442-836-3144x0479,9676.26,Mortgage,8.84,2 years,In Arrears,740,65838,Employed,1/15/2021, 
1363,1795,Jordan Rojas,Male,33,Not Married,"4385 Oneill Isle
Shawnton, AZ 29945",jordan.rojas@yapi.com,492-831-3588,43882.81,Commercial Loan,3.78,2 years,Defaulted,681,55407,Employed,6/5/2020, 
696,1728,Allison Smith,Female,40,Married,"3565 Emily Squares
New Davidbury, MD 33417",allison.smith@yapi.com,001-240-491-8063,44876.94,Personal Loan,7.27,2 years,In Arrears,626,50660,Employed,6/6/2020, 
187,3224,Arthur Hall,Male,43,Married,"391 Ball Fork
New Don, KS 06475",arthur.hall@yapi.com,(925)763-4135,29426.38,Personal Loan,9.71,1 years,Paid Off,619,31979,Employed,10/26/2018,10/26/2019 0:00
434,2970,Lori Maldonado,Male,40,Not Married,"8280 Summers Shoal
South Keith, VA 62487",lori.maldonado@yapi.com,239.392.7344x914,24788.64,Mortgage,9.03,2 years,In Arrears,712,72122,Employed,7/9/2021, 
400,3110,David Williams,Male,36,Not Married,"77752 Robinson Road Suite 806
New Angela, OR 47315",david.williams@yapi.com,220.780.4693,49872.18,Commercial Loan,4.36,4 years,Paid Off,770,51230,Employed,2/16/2021,1/16/2026 0:00
1060,2758,Jared Martin,Male,33,Married,"1207 Tiffany Glens Suite 513
Martinmouth, AK 01907",jared.martin@yapi.com,+1-373-888-1518x507,25396.59,Auto Loan,4.08,4 years,Paid Off,711,48081,Employed,1/5/2019,11/5/2023 0:00
1359,1678,Jasmine Snyder,Female,38,Married,"174 Hensley Neck Apt. 410
South Brandyport, WI 98710",jasmine.snyder@yapi.com,543.641.1704x10298,43954.53,Auto Loan,3.52,1 years,Paid Off,741,51400,Employed,7/29/2019,6/29/2021 0:00
585,2815,Linda Jimenez,Male,53,Not Married,"8465 Nichole Shore Suite 594
East Michaelland, WA 29218",linda.jimenez@yapi.com,730-525-7477,2763.11,Mortgage,6.86,4 years,Paid Off,783,26672,Employed,5/29/2020,2/28/2025 0:00
517,1688,Samuel Richmond,Male,54,Married,"54079 Davis Harbor
Amandachester, CT 98377",samuel.richmond@yapi.com,(363)212-3742,24801.19,Commercial Loan,9.02,1 years,Paid Off,669,39167,Employed,3/30/2019,12/30/2020 0:00
534,2546,Joseph Erickson,Male,37,Married,"688 Rodriguez Vista Apt. 618
New Stephanie, AK 89950",joseph.erickson@yapi.com,713.950.5757x98532,19326.22,Auto Loan,9.86,2 years,Paid Off,834,27100,Self-Employed,9/25/2018,1/25/2021 0:00
235,3948,Steven Weiss,Male,34,Married,"372 Pineda Circle Apt. 634
Josephburgh, DE 50323",steven.weiss@yapi.com,001-559-225-6052x81008,33261.71,Commercial Loan,6.53,2 years,Paid Off,647,35187,Self-Employed,12/18/2018,4/18/2021 0:00
946,3989,Mrs. Jessica Edwards MD,Male,44,Married,"4227 Cox Camp
Port Michael, CT 72299",mrs..jessica.edwards.md@yapi.com,834-781-4483x0347,26810.52,Personal Loan,3.2,5 years,Paid Off,732,32435,Self-Employed,2/2/2021,2/2/2026 0:00
1172,1645,Melissa Douglas,Male,51,Married,"859 James Ville Suite 330
Lake Amybury, AS 35201",melissa.douglas@yapi.com,001-347-956-8356,71214.22,Commercial Loan,2.9,2 years,Paid Off,834,73229,Employed,10/4/2019,8/4/2022 0:00
277,2473,Drew Mcintyre,Male,43,Not Married,"96440 Jeffrey Pine Suite 899
South Sandra, MP 73764",drew.mcintyre@yapi.com,(853)344-6354x88323,14191.87,Mortgage,4.94,4 years,Defaulted,703,71545,Employed,9/23/2018, 
82,1784,Brian Mccoy,Female,32,Married,"6662 Melissa Lodge Apt. 307
Escobarhaven, WI 98799",brian.mccoy@yapi.com,(328)559-1632,19117.79,Mortgage,4.79,4 years,Paid Off,645,31362,Employed,4/17/2019,6/17/2023 0:00
1238,2135,Anthony Hill,Male,51,Not Married,"16404 Hammond Circles
Henryview, CT 78908",anthony.hill@yapi.com,2476307736,36565.49,Personal Loan,2.17,3 years,Paid Off,787,44534,Employed,9/11/2019,5/11/2023 0:00
347,2810,Michael Daniels,Male,30,Married,"563 Brandon Lodge Apt. 700
Jeremyport, UT 91648",michael.daniels@yapi.com,(300)743-5172x4270,5377.52,Personal Loan,6.09,2 years,Paid Off,717,32493,Employed,6/4/2021,5/4/2024 0:00
1127,3434,Ann Palmer,Male,37,Not Married,"87849 Jackson Heights
New Curtisstad, SC 79621",ann.palmer@yapi.com,712.867.0649,41035.72,Auto Loan,3.77,1 years,In Arrears,816,47739,Employed,7/13/2019, 
334,2957,Gregory Shields,Male,37,Married,"6663 Norman Unions Suite 660
Brownville, TN 58129",gregory.shields@yapi.com,419.436.4968x333,41994.18,Personal Loan,5.56,4 years,Paid Off,753,70829,Employed,4/19/2020,9/19/2024 0:00
965,2303,Robin Green,Male,29,Married,"0830 Stephen Forks
Port Erika, CA 78115",robin.green@yapi.com,971-528-9602,60958.38,Auto Loan,2.5,3 years,Paid Off,767,64864,Employed,12/30/2019,1/30/2023 0:00
351,1716,Lynn Morton,Female,28,Married,"PSC 6020, Box 1359
APO AP 94028",lynn.morton@yapi.com,001-761-564-7299,67472.61,Mortgage,2.19,3 years,Paid Off,691,79365,Employed,1/13/2021,6/13/2024 0:00
786,1830,Derrick Wilson,Male,32,Not Married,"250 Coleman Fords Suite 822
New Kennethburgh, OH 39574",derrick.wilson@yapi.com,993-247-4668x2218,55930.5,Mortgage,7.55,2 years,Paid Off,830,67116,Self-Employed,8/19/2021,3/19/2024 0:00
947,3675,David Johnson,Male,36,Not Married,"41808 Dylan Ford
Port Lisamouth, AZ 58161",david.johnson@yapi.com,(790)313-7585x3531,1088.41,Commercial Loan,7.41,2 years,Paid Off,783,43642,Self-Employed,5/11/2021,9/11/2023 0:00
1191,3264,Kristi Taylor,Male,35,Married,"9241 Summers Wells
Porterview, TN 39563",kristi.taylor@yapi.com,825-333-6421,33015.21,Auto Loan,4.25,4 years,Paid Off,837,56369,Employed,2/15/2020,3/15/2024 0:00
1004,3477,Adam Woodard,Male,47,Married,"635 James Prairie Suite 664
East William, NC 14810",adam.woodard@yapi.com,(939)476-2339x1246,28271.53,Auto Loan,4.38,2 years,Defaulted,721,41240,Employed,5/13/2019, 
625,1829,Paula Carter,Male,51,Married,"02259 John Falls
East Jeanne, NY 89468",paula.carter@yapi.com,001-876-938-2916x4135,22742.96,Auto Loan,8.43,1 years,Paid Off,811,45731,Self-Employed,7/25/2019,3/25/2021 0:00
1320,1810,David Mendez,Female,48,Not Married,"651 Olson Trail Suite 508
West Karenbury, AL 22494",david.mendez@yapi.com,246.603.5082x399,8003.53,Mortgage,6.28,2 years,Paid Off,719,49949,Employed,1/27/2020,12/27/2022 0:00
937,2461,Amber Arias,Male,30,Not Married,"620 Jenna Shoals Suite 885
Flynnburgh, OK 73583",amber.arias@yapi.com,547-565-4825x617,72915.35,Personal Loan,5.28,4 years,In Arrears,662,75472,Employed,3/25/2020, 
1363,2157,Jesse Alexander,Male,38,Married,"1929 Michael Corners Suite 756
North Bethhaven, TX 27224",jesse.alexander@yapi.com,+1-968-214-4883x9019,10221.03,Auto Loan,6.95,2 years,In Arrears,711,43024,Employed,9/16/2020, 
1297,3552,Bradley Stephens,Male,32,Married,"1672 Kathy Forest Suite 270
Dannymouth, GA 49062",bradley.stephens@yapi.com,001-252-656-6994x67005,10735.55,Mortgage,2.64,4 years,Paid Off,622,32742,Employed,5/3/2021,3/3/2026 0:00
160,3036,Melinda Silva,Male,50,Not Married,"34156 Jeanne River Apt. 187
South Kathleen, TN 63435",melinda.silva@yapi.com,762.329.3140x5528,43230.24,Mortgage,8.56,2 years,Paid Off,664,60459,Self-Employed,8/14/2020,2/14/2023 0:00
564,2725,James Mccormick,Male,50,Not Married,"0449 Matthew Villages
Brandistad, MN 56002",james.mccormick@yapi.com,592.874.4607x24257,27928.96,Personal Loan,7.98,4 years,Paid Off,643,47183,Employed,8/11/2021,2/11/2026 0:00
635,2607,Christopher Gray,Male,53,Married,"2630 Russell Fords Apt. 844
Lake Matthew, MN 51129",christopher.gray@yapi.com,-8908,5912.11,Mortgage,8.31,3 years,In Arrears,329,13507,Unemployed,9/18/2021, 
1054,3538,Heather Lopez,Male,31,Not Married,"546 Hansen Islands
Richardfort, SD 44307",heather.lopez@yapi.com,(236)989-1811x5022,48655.34,Mortgage,7.42,1 years,Paid Off,685,53232,Employed,11/9/2019,9/9/2021 0:00
491,3219,Sara Walton,Male,51,Not Married,"045 Tracy Burg
West Michaelside, SC 09307",sara.walton@yapi.com,+1-921-967-1177x79561,8640.99,Personal Loan,7.91,1 years,Paid Off,601,35336,Employed,9/26/2018,11/26/2019 0:00
120,3683,Kimberly Garcia,Female,46,Married,"PSC 5664, Box 9972
APO AA 74585",kimberly.garcia@yapi.com,+1-388-523-1538x93187,12918.68,Auto Loan,9.84,3 years,In Arrears,556,14907,Unemployed,7/28/2021, 
224,1622,Brittany Morrow,Female,43,Married,"03390 Shawn River
Princeside, LA 88917",brittany.morrow@yapi.com,514.555.7769x749,16046.25,Commercial Loan,2.82,1 years,Paid Off,798,47251,Employed,12/1/2018,5/1/2020 0:00
1269,2044,Alex Phillips,Male,30,Married,"3601 Thomas Corner Suite 150
Kyleport, MT 28693",alex.phillips@yapi.com,(887)899-0080x2913,36934.62,Personal Loan,6.24,1 years,In Arrears,796,55909,Employed,11/23/2019, 
1095,3807,Timothy Pierce,Male,47,Married,"Unit 3010 Box 8538
DPO AA 97729",timothy.pierce@yapi.com,436-771-1401x838,5618.59,Auto Loan,5.96,2 years,Paid Off,625,38703,Employed,5/12/2020,12/12/2022 0:00
750,3218,Michael Jones,Male,34,Not Married,"Unit 9518 Box 1480
DPO AA 92265",michael.jones@yapi.com,691.925.4627x2418,42811.68,Commercial Loan,4.12,1 years,Defaulted,824,73772,Employed,3/7/2019, 
601,2535,Kristen Berg,Male,33,Married,"PSC 2069, Box 5045
APO AP 03959",kristen.berg@yapi.com,+1-563-848-6906x838,54427.76,Commercial Loan,2.85,2 years,Paid Off,828,57672,Employed,10/11/2019,2/11/2022 0:00
1241,3943,Raymond Romero,Male,29,Not Married,"521 Cline Vista Apt. 839
Trevinomouth, WY 96145",raymond.romero@yapi.com,514-725-7949x551,34940.26,Personal Loan,4.76,2 years,Paid Off,776,39393,Employed,4/9/2021,4/9/2023 0:00
1423,2634,Katherine Jennings,Male,55,Not Married,"577 Acosta Field
Lake Catherinebury, NM 65199",katherine.jennings@yapi.com,+1-892-401-7160x9236,55811.9,Mortgage,6.41,1 years,Defaulted,641,77984,Self-Employed,5/20/2021, 
589,3295,Tracy Nguyen,Male,40,Not Married,"3330 Williams Summit
Port Elizabethchester, HI 54366",tracy.nguyen@yapi.com,866.617.1635x2724,54121.15,Mortgage,8.59,4 years,Paid Off,608,71126,Employed,8/23/2019,1/23/2024 0:00
693,2893,Nicole Bowen,Male,33,Not Married,"807 Chapman Summit
South Cynthia, PW 18500",nicole.bowen@yapi.com,(981)642-1327,7609.27,Commercial Loan,6.7,1 years,Paid Off,727,35127,Employed,8/11/2021,11/11/2022 0:00
543,2854,Tina Giles,Male,41,Married,"6045 Avila Mall Suite 990
Port Jameshaven, GA 72245",tina.giles@yapi.com,+1-705-523-9454x935,51756.17,Commercial Loan,6.73,1 years,Paid Off,701,72159,Employed,11/24/2019,7/24/2021 0:00
563,2364,Kelli Oconnor,Female,46,Married,"2256 Brian Vista
Frenchville, WV 32105",kelli.oconnor@yapi.com,307.823.1858x30193,2907.85,Commercial Loan,2.69,3 years,Defaulted,719,39702,Employed,7/18/2020, 
1462,2222,Isaiah Cox,Male,54,Not Married,"6314 Thomas Crossroad
Port Erica, CA 49907",isaiah.cox@yapi.com,313-232-6004,8583.11,Mortgage,5.72,4 years,Paid Off,715,33595,Employed,12/25/2019,7/25/2024 0:00
1388,3869,Christine Mcclure,Female,55,Married,"9530 Jennifer Burgs
North Jesse, VA 35966",christine.mcclure@yapi.com,336.403.9420,4979.3,Commercial Loan,3.27,2 years,Paid Off,740,29448,Employed,2/23/2020,6/23/2022 0:00
957,2858,Christopher Lopez,Female,36,Married,"2427 Alexander Extensions Apt. 989
Joseberg, AK 62969",christopher.lopez@yapi.com,536-785-1707x730,14118.64,Commercial Loan,4.13,3 years,Paid Off,724,38569,Employed,5/17/2021,5/17/2024 0:00
1245,2771,Nicholas Coleman,Female,40,Married,"7131 Diaz Terrace
Russellberg, WV 93297",nicholas.coleman@yapi.com,(524)791-1404,43396.72,Auto Loan,6.97,3 years,Paid Off,848,55367,Employed,9/5/2019,8/5/2023 0:00
409,2827,Patricia Williams,Male,43,Married,"630 Mark Rapid
Andrewside, TX 14871",patricia.williams@yapi.com,(970)769-9232x505,51760.73,Auto Loan,8.74,4 years,Paid Off,705,59436,Employed,11/24/2018,7/24/2023 0:00
452,2676,Michael Page,Female,52,Married,"900 Breanna Villages Apt. 810
Andersonburgh, IL 42847",michael.page@yapi.com,369-612-2996,29611.64,Auto Loan,2.27,2 years,In Arrears,814,79032,Employed,6/11/2019, 
1480,3537,Charles Ramirez,Male,53,Not Married,"36507 Rita Stream Apt. 320
New Samuel, WV 34211",charles.ramirez@yapi.com,6988875463,11293.09,Personal Loan,6.14,1 years,Defaulted,339,14059,Unemployed,1/15/2021, 
157,3975,Christine Cole,Male,45,Married,"334 Ferrell Mountains Apt. 256
Keithmouth, NH 17135",christine.cole@yapi.com,444.200.0597,17126.82,Auto Loan,6.05,2 years,Paid Off,528,19031,Unemployed,4/5/2021,11/5/2023 0:00
440,2894,Ashley Montgomery,Male,31,Married,"791 Jones Bypass Apt. 235
South Leslieside, CA 08503",ashley.montgomery@yapi.com,693-702-2057,3265.39,Commercial Loan,7.94,3 years,Paid Off,806,66987,Employed,4/16/2019,1/16/2023 0:00
426,3171,Alexis Campbell,Female,52,Married,"4033 Shaw Island
East Sylviaton, WY 20355",alexis.campbell@yapi.com,275.926.1195x770,19969.73,Commercial Loan,3.81,4 years,Defaulted,742,73224,Employed,10/22/2018, 
980,3399,Elizabeth Soto,Male,49,Not Married,"25716 Julie Spurs Suite 494
Johnfurt, PR 29031",elizabeth.soto@yapi.com,001-988-338-2165x9974,47122.69,Mortgage,8.72,4 years,Paid Off,811,48435,Employed,6/14/2021,10/14/2025 0:00
1045,2495,Bryan Logan,Female,45,Not Married,"558 Anthony Estate Suite 806
Payneberg, AR 25835",bryan.logan@yapi.com,+1-481-295-1322x02319,47136.53,Auto Loan,6.89,1 years,Paid Off,746,54405,Employed,2/27/2020,1/27/2022 0:00
844,2757,Louis Ramirez,Male,53,Married,"47481 Bowers Walks
Markstad, PW 58305",louis.ramirez@yapi.com,7133225879,15234.7,Auto Loan,8.86,2 years,In Arrears,821,27459,Employed,2/18/2021, 
1026,2868,Michael Parker,Male,55,Married,"69779 Smith Pine Suite 345
Maddoxshire, PW 25205",michael.parker@yapi.com,(215)819-1674,30994.32,Commercial Loan,2.1,1 years,Paid Off,610,42766,Self-Employed,11/6/2019,10/6/2021 0:00
429,2845,Sandra Pacheco,Female,30,Not Married,"1994 Tara Circle
Bartonside, CT 86457",sandra.pacheco@yapi.com,989.850.1147x678,2314.9,Mortgage,2.64,4 years,Paid Off,611,34967,Self-Employed,12/25/2019,8/25/2024 0:00
